start_station_id,end_station_id,start_time,end_time
47,47,2021-05-03T19:23:39,2021-05-03T19:30:57
359,359,2021-05-03T19:28:45,2021-05-03T19:40:20
359,363,2021-05-03T19:50:17,2021-05-03T19:52:37
47,363,2021-05-03T20:07:06,2021-05-03T20:25:24
47,47,2021-05-03T20:13:13,2021-05-03T20:57:49
378,359,2021-05-03T20:32:45,2021-05-03T20:35:14
47,47,2021-05-03T20:59:17,2021-05-03T21:55:40
359,363,2021-05-03T21:13:38,2021-05-03T21:17:07
47,378,2021-05-03T21:19:46,2021-05-03T21:24:46
363,47,2021-05-03T21:26:06,2021-05-03T21:27:32
47,363,2021-05-03T21:38:31,2021-05-03T21:40:51
359,359,2021-05-03T22:22:06,2021-05-03T22:23:24
47,363,2021-05-03T23:47:46,2021-05-04T00:32:58
359,378,2021-05-04T00:27:19,2021-05-04T00:30:03
47,378,2021-05-04T01:51:58,2021-05-04T02:46:11
359,47,2021-05-04T02:07:45,2021-05-04T02:49:09
359,360,2021-05-04T07:48:10,2021-05-04T07:49:42
911,360,2021-05-04T10:31:25,2021-05-04T10:39:03
359,364,2021-05-04T11:24:59,2021-05-04T11:37:14
466,462,2021-05-04T11:51:00,2021-05-04T11:53:35
378,47,2021-05-04T12:26:07,2021-05-04T12:31:32
360,911,2021-05-04T12:30:27,2021-05-04T12:34:06
378,466,2021-05-04T12:59:56,2021-05-04T13:03:41
359,462,2021-05-04T13:27:48,2021-05-04T13:37:27
359,462,2021-05-04T13:28:32,2021-05-04T13:36:30
359,911,2021-05-04T13:28:39,2021-05-04T13:42:06
359,911,2021-05-04T13:29:12,2021-05-04T13:42:08
359,462,2021-05-04T13:29:17,2021-05-04T13:36:25
462,466,2021-05-04T14:07:10,2021-05-04T14:17:12
47,47,2021-05-04T14:28:51,2021-05-04T15:08:20
378,47,2021-05-04T14:44:13,2021-05-04T14:47:10
378,359,2021-05-04T15:22:51,2021-05-04T15:24:33
359,364,2021-05-04T15:27:17,2021-05-04T15:29:48
363,359,2021-05-04T15:30:40,2021-05-04T15:33:06
364,379,2021-05-04T15:32:34,2021-05-04T15:34:17
462,532,2021-05-04T15:48:44,2021-05-04T15:52:04
911,363,2021-05-04T15:55:28,2021-05-04T16:04:20
359,532,2021-05-04T16:19:14,2021-05-04T16:24:47
359,363,2021-05-04T16:37:16,2021-05-04T16:39:37
378,462,2021-05-04T17:11:35,2021-05-04T17:16:49
47,359,2021-05-04T17:25:57,2021-05-04T17:37:04
359,359,2021-05-04T17:28:43,2021-05-04T17:48:19
364,379,2021-05-04T17:31:41,2021-05-04T17:34:22
363,363,2021-05-04T17:36:12,2021-05-04T17:36:23
363,363,2021-05-04T17:38:28,2021-05-04T17:38:38
359,533,2021-05-04T17:41:13,2021-05-04T17:48:38
359,533,2021-05-04T17:41:18,2021-05-04T17:48:28
359,533,2021-05-04T17:41:30,2021-05-04T17:48:23
359,363,2021-05-04T17:48:39,2021-05-04T17:52:27
364,379,2021-05-04T17:48:46,2021-05-04T17:51:11
359,363,2021-05-04T18:03:21,2021-05-04T18:11:01
532,532,2021-05-04T18:19:21,2021-05-04T18:59:17
359,363,2021-05-04T18:31:50,2021-05-04T18:37:53
364,364,2021-05-04T18:38:57,2021-05-04T18:39:46
364,364,2021-05-04T18:39:02,2021-05-04T18:39:36
359,462,2021-05-04T18:39:33,2021-05-04T19:22:13
364,363,2021-05-04T18:40:24,2021-05-04T19:41:44
364,363,2021-05-04T18:40:36,2021-05-04T19:41:48
363,363,2021-05-04T18:46:09,2021-05-04T18:46:24
359,359,2021-05-04T18:57:27,2021-05-04T19:25:06
359,359,2021-05-04T19:28:01,2021-05-04T19:33:28
360,364,2021-05-04T19:54:48,2021-05-04T20:29:17
466,466,2021-05-04T20:08:08,2021-05-04T20:43:32
379,379,2021-05-04T20:13:49,2021-05-04T20:39:57
47,47,2021-05-04T20:53:46,2021-05-04T21:21:23
359,378,2021-05-05T00:27:39,2021-05-05T00:29:59
533,47,2021-05-05T06:49:55,2021-05-05T06:57:46
360,462,2021-05-05T10:46:54,2021-05-05T10:50:31
378,363,2021-05-05T11:47:12,2021-05-05T11:49:10
379,379,2021-05-05T12:33:07,2021-05-05T12:33:40
379,379,2021-05-05T12:34:16,2021-05-05T12:56:09
379,379,2021-05-05T12:34:26,2021-05-05T12:56:08
364,379,2021-05-05T12:36:55,2021-05-05T12:39:58
466,360,2021-05-05T12:52:00,2021-05-05T12:58:47
379,47,2021-05-05T13:27:12,2021-05-05T13:38:39
532,532,2021-05-05T13:32:50,2021-05-05T14:14:02
47,47,2021-05-05T13:46:17,2021-05-05T13:47:02
47,379,2021-05-05T13:47:42,2021-05-05T13:53:13
462,532,2021-05-05T14:41:32,2021-05-05T14:44:51
47,359,2021-05-05T15:07:16,2021-05-05T15:10:44
532,359,2021-05-05T15:31:08,2021-05-05T15:49:25
359,359,2021-05-05T15:31:31,2021-05-05T15:53:31
378,47,2021-05-05T15:44:09,2021-05-05T15:47:16
359,359,2021-05-05T15:56:01,2021-05-05T15:57:13
363,359,2021-05-05T16:24:25,2021-05-05T16:28:15
378,47,2021-05-05T16:32:22,2021-05-05T16:35:30
359,359,2021-05-05T16:36:52,2021-05-05T16:54:54
360,462,2021-05-05T16:48:44,2021-05-05T16:53:17
47,364,2021-05-05T16:57:50,2021-05-05T17:04:26
47,364,2021-05-05T16:57:53,2021-05-05T17:04:05
47,47,2021-05-05T17:29:44,2021-05-05T17:30:36
47,47,2021-05-05T17:29:54,2021-05-05T17:30:55
911,911,2021-05-05T17:47:04,2021-05-05T17:54:08
379,359,2021-05-05T17:52:14,2021-05-05T17:59:47
363,359,2021-05-05T18:31:33,2021-05-05T18:36:25
360,360,2021-05-05T18:35:55,2021-05-05T19:16:04
360,360,2021-05-05T18:36:05,2021-05-05T19:16:07
359,378,2021-05-05T18:36:37,2021-05-05T18:39:08
47,47,2021-05-05T18:47:00,2021-05-05T18:48:14
363,47,2021-05-05T18:57:54,2021-05-05T18:59:26
359,532,2021-05-05T19:01:55,2021-05-05T19:07:17
462,533,2021-05-05T19:05:50,2021-05-05T19:08:15
462,359,2021-05-05T19:22:19,2021-05-05T19:31:19
378,363,2021-05-05T19:32:31,2021-05-05T19:34:39
47,378,2021-05-05T19:42:01,2021-05-05T19:44:15
47,47,2021-05-05T19:44:16,2021-05-05T19:47:36
360,359,2021-05-05T20:15:50,2021-05-05T20:16:53
47,363,2021-05-05T20:18:00,2021-05-05T21:00:23
532,462,2021-05-05T20:36:56,2021-05-05T20:39:03
466,911,2021-05-05T20:51:14,2021-05-05T20:55:52
363,359,2021-05-05T21:00:41,2021-05-05T21:04:54
47,363,2021-05-05T21:29:41,2021-05-05T21:52:35
47,47,2021-05-05T22:39:18,2021-05-05T23:34:28
360,911,2021-05-05T22:50:50,2021-05-05T23:22:08
911,359,2021-05-05T23:04:30,2021-05-05T23:17:19
47,364,2021-05-05T23:10:18,2021-05-05T23:35:07
911,359,2021-05-05T23:23:45,2021-05-05T23:50:18
360,911,2021-05-06T07:44:27,2021-05-06T07:51:31
466,363,2021-05-06T07:54:49,2021-05-06T07:59:29
364,379,2021-05-06T08:18:49,2021-05-06T08:21:03
466,466,2021-05-06T08:48:32,2021-05-06T09:32:48
466,462,2021-05-06T10:43:26,2021-05-06T10:45:17
462,360,2021-05-06T10:52:07,2021-05-06T11:08:52
47,47,2021-05-06T11:07:45,2021-05-06T16:08:05
47,47,2021-05-06T11:07:52,2021-05-06T16:09:14
379,378,2021-05-06T11:22:47,2021-05-06T11:28:33
47,47,2021-05-06T11:30:19,2021-05-06T11:51:10
363,379,2021-05-06T12:38:15,2021-05-06T12:41:05
359,360,2021-05-06T12:38:30,2021-05-06T13:10:31
379,360,2021-05-06T13:02:40,2021-05-06T13:08:26
47,359,2021-05-06T13:04:08,2021-05-06T13:09:05
364,47,2021-05-06T13:13:39,2021-05-06T13:17:31
359,379,2021-05-06T13:24:00,2021-05-06T13:29:10
359,533,2021-05-06T13:37:53,2021-05-06T13:44:28
532,466,2021-05-06T13:41:04,2021-05-06T13:47:29
359,532,2021-05-06T13:56:18,2021-05-06T14:40:50
378,359,2021-05-06T14:01:12,2021-05-06T14:04:44
378,462,2021-05-06T14:02:05,2021-05-06T14:16:00
47,532,2021-05-06T14:03:48,2021-05-06T14:22:32
47,466,2021-05-06T14:25:42,2021-05-06T14:32:22
359,462,2021-05-06T14:33:17,2021-05-06T14:38:25
532,47,2021-05-06T14:58:47,2021-05-06T15:33:53
466,533,2021-05-06T15:35:45,2021-05-06T15:39:57
359,533,2021-05-06T15:38:51,2021-05-06T15:48:09
363,359,2021-05-06T16:02:46,2021-05-06T16:13:13
363,359,2021-05-06T16:05:39,2021-05-06T16:13:16
532,359,2021-05-06T16:14:30,2021-05-06T16:21:31
364,532,2021-05-06T16:34:12,2021-05-06T16:39:28
360,911,2021-05-06T16:41:44,2021-05-06T16:47:54
360,462,2021-05-06T16:56:32,2021-05-06T17:32:09
360,462,2021-05-06T16:56:37,2021-05-06T17:32:06
532,532,2021-05-06T17:34:50,2021-05-06T18:13:33
359,462,2021-05-06T17:42:46,2021-05-06T17:48:56
532,532,2021-05-06T17:52:51,2021-05-06T19:17:31
532,532,2021-05-06T17:53:00,2021-05-06T19:17:16
378,378,2021-05-06T17:54:34,2021-05-06T17:56:28
359,379,2021-05-06T18:09:58,2021-05-06T18:19:50
379,462,2021-05-06T18:15:04,2021-05-06T18:20:01
363,359,2021-05-06T18:17:59,2021-05-06T18:21:38
359,47,2021-05-06T18:31:12,2021-05-06T18:38:00
364,47,2021-05-06T18:32:12,2021-05-06T18:39:55
47,359,2021-05-06T18:40:14,2021-05-06T18:46:52
359,364,2021-05-06T18:41:46,2021-05-06T19:16:13
359,363,2021-05-06T18:47:04,2021-05-06T18:53:01
47,363,2021-05-06T18:47:47,2021-05-06T18:50:42
47,532,2021-05-06T18:48:17,2021-05-06T19:41:16
532,360,2021-05-06T19:00:23,2021-05-06T19:07:44
359,363,2021-05-06T19:06:31,2021-05-06T19:09:52
359,47,2021-05-06T19:08:36,2021-05-06T19:18:59
359,47,2021-05-06T19:08:47,2021-05-06T19:19:22
359,533,2021-05-06T19:10:33,2021-05-06T19:15:52
364,364,2021-05-06T19:19:40,2021-05-06T20:19:04
363,379,2021-05-06T19:26:41,2021-05-06T19:31:23
359,379,2021-05-06T19:38:37,2021-05-06T19:48:21
359,379,2021-05-06T19:40:50,2021-05-06T19:48:32
379,363,2021-05-06T19:43:48,2021-05-06T19:49:21
532,532,2021-05-06T19:45:49,2021-05-06T19:49:05
379,379,2021-05-06T19:50:50,2021-05-06T20:11:37
47,364,2021-05-06T20:10:20,2021-05-06T20:25:48
364,364,2021-05-06T20:16:47,2021-05-06T20:41:21
364,364,2021-05-06T20:16:51,2021-05-06T20:42:03
364,364,2021-05-06T20:24:08,2021-05-06T21:01:38
359,462,2021-05-06T20:43:10,2021-05-06T21:14:20
466,911,2021-05-06T20:46:11,2021-05-06T20:50:42
364,47,2021-05-06T20:49:59,2021-05-06T20:55:09
911,532,2021-05-06T20:52:42,2021-05-06T21:17:32
466,911,2021-05-06T20:53:46,2021-05-06T20:57:46
532,462,2021-05-06T20:57:36,2021-05-06T21:00:01
911,466,2021-05-06T21:04:41,2021-05-06T21:20:19
911,359,2021-05-06T21:08:01,2021-05-06T21:16:36
462,359,2021-05-06T21:08:16,2021-05-06T21:12:59
462,462,2021-05-06T21:08:52,2021-05-06T21:09:25
911,466,2021-05-06T21:16:43,2021-05-06T21:20:16
359,379,2021-05-06T21:18:02,2021-05-06T21:21:12
379,379,2021-05-06T21:19:06,2021-05-06T21:38:41
533,466,2021-05-06T21:26:15,2021-05-06T21:28:56
47,47,2021-05-06T21:28:18,2021-05-06T21:33:52
379,363,2021-05-06T21:31:17,2021-05-06T22:12:13
364,364,2021-05-06T21:34:25,2021-05-06T21:35:23
364,379,2021-05-06T21:35:50,2021-05-06T21:38:12
379,359,2021-05-06T21:37:51,2021-05-06T21:40:47
462,462,2021-05-06T21:38:05,2021-05-06T21:40:16
379,379,2021-05-06T22:02:05,2021-05-06T22:25:02
378,359,2021-05-06T22:27:45,2021-05-06T22:30:48
359,378,2021-05-07T00:35:01,2021-05-07T00:37:44
363,47,2021-05-07T00:49:41,2021-05-07T01:00:38
462,47,2021-05-07T06:24:35,2021-05-07T06:29:57
466,466,2021-05-07T06:42:02,2021-05-07T06:42:54
379,532,2021-05-07T07:15:25,2021-05-07T07:35:25
379,359,2021-05-07T07:41:13,2021-05-07T07:45:17
532,462,2021-05-07T09:02:22,2021-05-07T09:05:49
533,533,2021-05-07T09:48:30,2021-05-07T09:51:12
359,47,2021-05-07T09:59:30,2021-05-07T10:06:29
359,532,2021-05-07T10:18:52,2021-05-07T10:23:59
359,379,2021-05-07T10:25:42,2021-05-07T10:29:40
533,533,2021-05-07T10:37:39,2021-05-07T11:35:17
533,533,2021-05-07T10:37:49,2021-05-07T11:35:05
462,462,2021-05-07T11:01:24,2021-05-07T11:02:04
462,359,2021-05-07T11:02:49,2021-05-07T11:08:24
911,360,2021-05-07T11:10:54,2021-05-07T11:18:37
363,47,2021-05-07T11:51:49,2021-05-07T11:53:10
47,379,2021-05-07T12:04:37,2021-05-07T12:07:41
359,47,2021-05-07T12:22:17,2021-05-07T12:26:17
466,911,2021-05-07T12:28:32,2021-05-07T12:34:30
379,359,2021-05-07T13:06:15,2021-05-07T13:10:04
47,533,2021-05-07T13:19:22,2021-05-07T13:29:09
359,363,2021-05-07T13:39:45,2021-05-07T13:42:07
363,359,2021-05-07T13:57:21,2021-05-07T13:59:56
911,533,2021-05-07T13:58:44,2021-05-07T14:00:48
379,378,2021-05-07T14:14:29,2021-05-07T14:20:40
359,462,2021-05-07T14:24:58,2021-05-07T14:32:19
47,47,2021-05-07T14:25:31,2021-05-07T15:09:31
359,533,2021-05-07T14:31:19,2021-05-07T14:40:48
47,378,2021-05-07T14:47:57,2021-05-07T15:04:31
532,532,2021-05-07T14:57:09,2021-05-07T15:41:59
